id,description
277,"The Mosshides are cutting the trees of the Wetlands, using the trees' flesh to warm themselves with fire.  I will suffer this pain no longer!Rid the Mosshides of their crude flints, the tools they use to make fire.  The flints are borne by all Mosshides except the smaller Mosshide gnolls and Mosshide mongrels."
278,"Begin collecting the disarming materials immediately, <name>.  Lurker Venom can be found on the indigenous spiders in Loch Modan.  Crocolisk tears are found here in the Loch as well.  But a Mo'Grosh crystal will be very difficult to procure.  The ogres to the northeast mine them but the crystals are a very rare commodity.We need to be prepared to defuse a Dark Iron attack!  Return to me once you've collected the needed items and I will prepare the mixture."
279,"Murlocs are crawling out from the deep waters and building their villages on the coastline.  They are harassing our fishers and merchants and must be stopped.One of these murlocs, Gobbler, skulks with other bluegill murlocs and harries merchants along the road, always then retreating to the safety of the nearby murloc hovels.  Our merchants are in jeopardy, and we will pay to secure them.Gobbler prowls the river inlet north of here.  Find him, slay his kin, and bring me his head."
280,Earlier today I spotted some Dark Iron Insurgents swimming toward the Dam with a large keg.  No Mountaineers were on hand to stop them!  I'm afraid they've planted the Seaforium at the base of the Dam and it could blow at any minute!  Let me combine all these ingredients into the Disarming Mixture.  There we go.Now I need you to take this mixture and stir it into the keg before it's too late!  Hurry!
281,"Not long ago a merchant vessel, the Blind Princess, was raided by Murlocs.  Although the ship escaped intact, much of its cargo was dragged overboard by the creatures, including a very valuable statuette of Terenas Menethil.  We want that statuette recovered.Search the coastal Murloc hovels for crates, barrels and other evidence of lost cargo.  Find the Menethil Statuette and return it to me."
282,"I was planning on sending my apprentice to my brother Senir with my report, but I would feel much better were it placed in more... reliable hands. That is, of course, if you wouldn't mind?Hmm... you'll have to take the tunnel to get to Kharanos.Speak with Mountaineer Thalos before going through the tunnel. It's completely infested with troggs now.Follow the road back to Anvilmar, then keep heading east to the tunnel, Thalos is stationed nearby."
283,The keg fizzles slightly.
284,"You thoroughly search this cluster of Murloc hovels, and find no trace of the Menethil Statuette.Perhaps one of the two nearby hovels to the north and northeast will have more clues."
285,"This grouping of Murloc hovels, after a thorough inspection, reveals nothing....but you're certain that the next clue you find will be fruitful.One of the hovels to the north must have the Menethil Statuette!"
286,"After pulling the barrel free from the muck and opening it, a silvery figurine is found packed in fine straw.  It depicts a young, long-haired Paladin with hammer upraised.This must be the Menethil Statuette!  You must now return it to Karl Boran in Menethil Harbor."
287,"I'm behind on my report, and could use your help, <name>. I just managed to find where the trolls are holed up, but I saw so many trolls, I was afraid to go in.Here's what I need... Go down to the cave, poke around inside, kill a few of the trolls, then come back here.Take the road north out of Kharanos, when you get to the bridge, follow the frozen river west until you reach Iceflow Lake. You'll find Brewnall Village on the west bank. The Hold is southwest of the village."
288,"I was once First Mate on the Wave Mistress, ship-of-the-line in the Kul Tiras Third Fleet.  The Doomed Fleet.  Doomed, for on its last voyage the fleet was attacked  by Red Dragons.  Dragons controlled by Orcs!We didn't stand a chance against that dragonfire...and our fleet was burned and sunk off this here coast.  I'm the sole survivor of those poor vessels......Oh, my head hammers and pounds!  I'll need a fresh drink if I'm to get a handle on this hangover and continue my tale."
289,"<Bolstered, Fitzsimmons continues his tale...>I am the sole survivor of the ill-fated Third Fleet of Kul Tiras, wrecked off the coast to the north.  But although I'm the only member of the fleet still breathing, I'm not the only one still walking about!  For on one of our ships was hidden a great, and terrible treasure, and the eerie power of it keeps the souls of my brothers trapped within the ships' rotting hulls.But if you can free some of my brothers, then perhaps you can break their curse."
290,"To break the curse and free all of my brethren, the...thing...stowed on my ship must be retrieved and cleansed!  I don't know what it was, but I do know that it was stored securely in the ship's strongbox, which Captain Halyndor lorded over.My old captain is still in my dreams.  I know he walks my doomed ship, the Intrepid.  Get the key from him, and use it to open the Intrepid's strongbox.Then, after you have the cursed thing, bring it to the priest Glorin Steelbrow in town."
291,"Excellent! Take my report to Senator Barin Redstone. He's a sour type, so don't let his less-than-sunny disposition get to you. He's in Ironforge, in the chamber where King Magni holds court.Don't know the way to Ironforge? Take the road out of Kharanos north, cross the bridge, then follow the road east--there are large banners flanking the road--up the mountainside.By the way, if you might avoid mentioning how you assisted me? Can't let them think I'm not working hard out here, you know?"
